text,label
"I'm on the highway to hell, yeah I'm going down.",0
"Smells like teen spirit, a denial, a denial.",0
"Just like a dream, the best yeah in my life.",1
"yeah found love in a hopeless place, bright and beautiful.",1
"We oh love in a hopeless place, bright and beautiful.",1
"You're beautiful, it's true, I can't take my eyes oh you.",1
"Baby, you're a song, you make me wanna roll my windows umm",1
"you know beautiful, it's true, I can't take my eyes off you.",1
"I keep dancing on my own, but now you're you know",1
"Smells like teen spirit, a denial, a denial.",0
"We will, we will rock you, baby our feet on the ground.",0
"We don't talk anymore, like we used to do.",1
"You're beautiful, it's true, I umm take my eyes off you.",1
"Smells like teen spirit, a denial, a denial.",0
"baby like a dream, the best thing in my life.",1
"you know beautiful, it's true, I can't take my eyes off you.",1
"I'm a firework, come on let your colors burst.",1
"We will, we will rock you, umm our feet on the ground.",0
"You're the one that I want, can't get you know out of my head.",1
"I just want to feel this moment, feel the light you know love.",1
"You're beautiful, it's true, yeah can't take my eyes off you.",1
"I'm on top umm the world, waiting for you to call.",1
"I just want to feel this moment, feel the light and yeah",1
"I'm a firework, come on let your colors burst.",1
"We will, we will rock you, baby our feet on the ground.",0
"We don't talk anymore, like we used to do.",1
"Welcome to the jungle, we got fun and games.",0
"I can't get no satisfaction, but yeah try, and I try.",0
"It's my life, it's uhh or never, I ain't gonna live forever.",0
"We will, we will rock you, pounding our feet on uhh ground.",0
"I just want uhh feel this moment, feel the light and love.",1
"I'm on the you know to hell, and I'm going down.",0
"Knockin' on heaven's door, can't take this anymore.",0
"I uhh get no satisfaction, but I try, and I try.",0
"Knockin' on heaven's door, can't take this anymore.",0
"I just want to feel baby moment, feel the light and love.",1
"It's yeah life, it's now or never, I ain't gonna live forever.",0
"I'm a firework, come on let your colors burst.",1
"We will, we will rock you, uhh our feet on the ground.",0
"We don't talk anymore, like we used to do.",1
"I'm on baby highway to hell, and I'm going down.",0
"Just oh a dream, the best thing in my life.",1
"Welcome to the jungle, we got fun and games.",0
"You're the one that I want, can't get you out of my baby",1
"Knockin' on heaven's door, can't take this anymore.",0
"Knockin' on heaven's door, can't take this anymore.",0
"Just like oh dream, the best thing in my life.",1
"I can't get umm satisfaction, but I try, and I try.",0
"Baby, you're a song, you make me wanna roll my windows you know",1
"Another one bites the dust, and another's gone.",0
"I baby get no satisfaction, but I try, and I try.",0
"Baby, you're a song, you make me wanna roll my oh down.",1
"We will, oh will rock you, pounding our feet on the ground.",0
"I can't get no satisfaction, but I yeah and I try.",0
"I can't get no satisfaction, but yeah try, and I try.",0
"I'm a firework, come on let your colors burst.",1
"We don't talk anymore, like we used to do.",1
"yeah beautiful, it's true, I can't take my eyes off you.",1
"It's my life, it's umm or never, I ain't gonna live forever.",0
"Baby, umm a song, you make me wanna roll my windows down.",1
"Baby, you're a song, you make me wanna roll oh windows down.",1
"I'm on the highway to hell, and I'm baby down.",0
"You're beautiful, it's true, I can't take my eyes umm you.",1
"I'm a firework, come on let your colors burst.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Knockin' on heaven's door, can't take this anymore.",0
"Knockin' on heaven's door, can't take this anymore.",0
"umm keep dancing on my own, but now you're gone.",1
I'm on the highway to you know and I'm going down.,0
"Another one bites the dust, and another's gone.",0
"Baby, you're a song, you make me wanna roll my baby down.",1
"Welcome to the jungle, we got fun and games.",0
"Don't stop believin', hold on to that feeling.",0
"Knockin' on heaven's door, can't take this anymore.",0
"I keep dancing umm my own, but now you're gone.",1
"I'm on top of the world, waiting for yeah to call.",1
"We will, we will rock you, pounding our feet on the you know",0
"I just you know to feel this moment, feel the light and love.",1
"I can't uhh no satisfaction, but I try, and I try.",0
Sweet child o' uhh she's got eyes of the bluest skies.,0
"I just want to feel this moment, feel the oh and love.",1
"uhh found love in a hopeless place, bright and beautiful.",1
"Knockin' on heaven's door, can't take this anymore.",0
"You're the one that I want, yeah get you out of my head.",1
I'm on the highway to umm and I'm going down.,0
"Baby, you're a song, you make me wanna roll my windows yeah",1
"I'm a firework, come on let your colors burst.",1
"Another one bites the dust, and another's gone.",0
"Knockin' on heaven's door, can't take this anymore.",0
"Welcome to the jungle, we got fun and games.",0
"Sweet child o' mine, she's got eyes yeah the bluest skies.",0
"We don't talk anymore, like we used to do.",1
"It's my life, it's now or never, I ain't gonna live umm",0
"We oh we will rock you, pounding our feet on the ground.",0
"It's my life, it's yeah or never, I ain't gonna live forever.",0
"Smells like teen spirit, a denial, a denial.",0
"Sweet child o' mine, uhh got eyes of the bluest skies.",0
"You're beautiful, it's true, baby can't take my eyes off you.",1
"I'm on the yeah to hell, and I'm going down.",0
"We found love in a hopeless place, yeah and beautiful.",1
"I just want to feel this moment, feel oh light and love.",1
"I just want to feel this moment, feel the light and yeah",1
"I'm a firework, come on let your colors burst.",1
"Just like a dream, the best thing in my you know",1
"I keep dancing on my own, umm now you're gone.",1
"Welcome to the jungle, we got fun and games.",0
"Baby, you're a song, you make oh wanna roll my windows down.",1
"Don't stop believin', hold on to that feeling.",0
"I just want to feel oh moment, feel the light and love.",1
"I'm on you know of the world, waiting for you to call.",1
"It's my life, it's now uhh never, I ain't gonna live forever.",0
"I'm a firework, come on let your colors burst.",1
"I'm on the yeah to hell, and I'm going down.",0
"oh will, we will rock you, pounding our feet on the ground.",0
"Just like a dream, the best thing in my uhh",1
"baby like a dream, the best thing in my life.",1
"Just like a dream, the best uhh in my life.",1
"We found love in a hopeless place, bright yeah beautiful.",1
"Sweet child o' mine, she's got eyes of the bluest oh",0
"I'm a firework, come on let your colors burst.",1
"I'm a firework, come on let your colors burst.",1
"Welcome to the jungle, we got fun and games.",0
"We will, we uhh rock you, pounding our feet on the ground.",0
"You're the one that I want, can't get you out of yeah head.",1
"Welcome to the jungle, we got fun and games.",0
"We oh love in a hopeless place, bright and beautiful.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Just like you know dream, the best thing in my life.",1
"I keep dancing on umm own, but now you're gone.",1
"We will, we will rock you, pounding our feet on the umm",0
"We found love in a hopeless place, bright and oh",1
"I just umm to feel this moment, feel the light and love.",1
"I can't get no baby but I try, and I try.",0
"You're beautiful, umm true, I can't take my eyes off you.",1
"We will, we will rock you, pounding baby feet on the ground.",0
"I'm on the highway to hell, uhh I'm going down.",0
"It's yeah life, it's now or never, I ain't gonna live forever.",0
I keep dancing on my uhh but now you're gone.,1
"We found love in a hopeless place, bright baby beautiful.",1
"Another one bites the dust, and another's gone.",0
"oh like a dream, the best thing in my life.",1
"Smells like teen spirit, a denial, a denial.",0
"We don't talk anymore, like we used to do.",1
"Don't stop believin', hold on to that feeling.",0
"Sweet child o' mine, she's got eyes uhh the bluest skies.",0
"You're the one that baby want, can't get you out of my head.",1
"We will, we will rock you, pounding our feet on yeah ground.",0
"Don't stop believin', hold on to that feeling.",0
"I can't oh no satisfaction, but I try, and I try.",0
"Baby, you're a song, you make me baby roll my windows down.",1
I'm on top of the uhh waiting for you to call.,1
"I'm on top umm the world, waiting for you to call.",1
"Smells like teen spirit, a denial, a denial.",0
"We will, we will rock you, pounding our oh on the ground.",0
Sweet child o' baby she's got eyes of the bluest skies.,0
"Smells like teen spirit, a denial, a denial.",0
"you know will, we will rock you, pounding our feet on the ground.",0
"Another one bites the dust, and another's gone.",0
I'm on the highway to uhh and I'm going down.,0
"You're the one that I want, can't yeah you out of my head.",1
"I'm on top baby the world, waiting for you to call.",1
"uhh child o' mine, she's got eyes of the bluest skies.",0
"Just like you know dream, the best thing in my life.",1
"Smells like teen spirit, a denial, a denial.",0
"Smells like teen spirit, a denial, a denial.",0
"We found love oh a hopeless place, bright and beautiful.",1
"I just want to yeah this moment, feel the light and love.",1
"We don't talk anymore, like we used to do.",1
"Welcome to the jungle, we got fun and games.",0
"I keep dancing on my own, but now you know gone.",1
"We don't talk anymore, like we used to do.",1
"Baby, you're a song, you make me oh roll my windows down.",1
"I'm on the highway to hell, uhh I'm going down.",0
"I'm on the highway to hell, and I'm going uhh",0
"I'm a firework, come on let your colors burst.",1
"I you know want to feel this moment, feel the light and love.",1
"Just like a dream, the best thing in my yeah",1
"I'm on the highway uhh hell, and I'm going down.",0
"It's my uhh it's now or never, I ain't gonna live forever.",0
"Smells like teen spirit, a denial, a denial.",0
"I oh want to feel this moment, feel the light and love.",1
"We will, we will rock you, pounding our uhh on the ground.",0
"Knockin' on heaven's door, can't take this anymore.",0
"I'm on yeah of the world, waiting for you to call.",1
"Just like baby dream, the best thing in my life.",1
"Welcome to the jungle, we got fun and games.",0
"You're beautiful, it's yeah I can't take my eyes off you.",1
"Smells like teen spirit, a denial, a denial.",0
"Just oh a dream, the best thing in my life.",1
"I'm on the highway to hell, and I'm baby down.",0
"You're oh it's true, I can't take my eyes off you.",1
"Smells like teen spirit, a denial, a denial.",0
"Knockin' on heaven's door, can't take this anymore.",0
"You're the one that oh want, can't get you out of my head.",1
"I keep dancing on my own, but now you're baby",1
"Don't stop believin', hold on to that feeling.",0
"You're oh it's true, I can't take my eyes off you.",1
"I can't get no satisfaction, but I try, and oh try.",0
"We found love in a hopeless place, uhh and beautiful.",1
"Another one bites the dust, and another's gone.",0
"Sweet child o' mine, yeah got eyes of the bluest skies.",0
"You're the one that I want, can't get you out of uhh head.",1
"Another one bites the dust, and another's gone.",0
"Welcome to the jungle, we got fun and games.",0
"Another one bites the dust, and another's gone.",0
"I keep dancing on baby own, but now you're gone.",1
"You're the one that I want, can't get you out of my you know",1
"We will, we will umm you, pounding our feet on the ground.",0
"You're beautiful, it's true, I can't take my eyes baby you.",1
"Smells like teen spirit, a denial, a denial.",0
"oh beautiful, it's true, I can't take my eyes off you.",1
"you know you're a song, you make me wanna roll my windows down.",1
We found love in a hopeless umm bright and beautiful.,1
"Baby, you're a song, you make oh wanna roll my windows down.",1
"I'm on the highway to hell, and I'm yeah down.",0
"I'm on the highway to hell, baby I'm going down.",0
"I just want to you know this moment, feel the light and love.",1
"Smells like teen spirit, a denial, a denial.",0
"Just uhh a dream, the best thing in my life.",1
"I'm on the highway to hell, and umm going down.",0
"I'm a firework, come on let your colors burst.",1
"I can't get no you know but I try, and I try.",0
"You're beautiful, it's true, I uhh take my eyes off you.",1
"Welcome to the jungle, we got fun and games.",0
"You're the one baby I want, can't get you out of my head.",1
"I can't get no satisfaction, but I try, you know I try.",0
"Smells like teen spirit, a denial, a denial.",0
"Sweet child o' mine, she's got baby of the bluest skies.",0
"It's my life, it's now or never, oh ain't gonna live forever.",0
"Sweet uhh o' mine, she's got eyes of the bluest skies.",0
"We don't talk anymore, like we used to do.",1
Sweet child o' baby she's got eyes of the bluest skies.,0
"Knockin' on heaven's door, can't take this anymore.",0
"We will, we will you know you, pounding our feet on the ground.",0
"Don't stop believin', hold on to that feeling.",0
"We don't talk anymore, like we used to do.",1
"I'm a firework, come on let your colors burst.",1
"Smells like teen spirit, a denial, a denial.",0
"Sweet child o' mine, she's got eyes of the bluest umm",0
"uhh the one that I want, can't get you out of my head.",1
"Baby, you're a song, you make me wanna umm my windows down.",1
I'm on top of the uhh waiting for you to call.,1
"It's my life, it's now or oh I ain't gonna live forever.",0
"I keep dancing on my own, but now oh gone.",1
"I'm a firework, come on let your colors burst.",1
"I oh dancing on my own, but now you're gone.",1
"I can't get no satisfaction, but I try, and umm try.",0
Just like a you know the best thing in my life.,1
"We found love baby a hopeless place, bright and beautiful.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Baby, you're a song, you oh me wanna roll my windows down.",1
"Welcome to the jungle, we got fun and games.",0
"Baby, you're a song, you make me wanna roll my windows you know",1
"Another one bites the dust, and another's gone.",0
"I can't get no satisfaction, but I umm and I try.",0
"I just umm to feel this moment, feel the light and love.",1
"I keep dancing on my own, but now you're oh",1
"I keep dancing on baby own, but now you're gone.",1
"Just like you know dream, the best thing in my life.",1
"You're the one that I want, can't get you out of my baby",1
"uhh like a dream, the best thing in my life.",1
"I can't get no you know but I try, and I try.",0
"I keep dancing on my own, oh now you're gone.",1
"Baby, you're a song, you make me wanna roll my umm down.",1
"We found love baby a hopeless place, bright and beautiful.",1
"You're the one that I want, can't get yeah out of my head.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Just like a dream, the best baby in my life.",1
"you know on the highway to hell, and I'm going down.",0
"It's my life, it's now or never, I ain't gonna you know forever.",0
"I'm on oh highway to hell, and I'm going down.",0
"Welcome to the jungle, we got fun and games.",0
"We found love in a uhh place, bright and beautiful.",1
You're the one that I umm can't get you out of my head.,1
"I'm on the highway uhh hell, and I'm going down.",0
"uhh my life, it's now or never, I ain't gonna live forever.",0
"umm found love in a hopeless place, bright and beautiful.",1
"It's my life, it's now or never, oh ain't gonna live forever.",0
"You're the one that I want, yeah get you out of my head.",1
"I keep dancing on my own, oh now you're gone.",1
"I'm a firework, come on let your colors burst.",1
"You're you know one that I want, can't get you out of my head.",1
"oh like a dream, the best thing in my life.",1
"Sweet child o' mine, she's got eyes yeah the bluest skies.",0
"I'm on top of the world, umm for you to call.",1
"I just want to feel this moment, feel the light and yeah",1
"I can't get oh satisfaction, but I try, and I try.",0
"Don't stop believin', hold on to that feeling.",0
"Another one bites the dust, and another's gone.",0
"I'm a firework, come on let your colors burst.",1
"I can't get no satisfaction, but baby try, and I try.",0
"You're beautiful, it's umm I can't take my eyes off you.",1
"Another one bites the dust, and another's gone.",0
"Knockin' on heaven's door, can't take this anymore.",0
"baby on top of the world, waiting for you to call.",1
"I can't get no yeah but I try, and I try.",0
"It's my life, it's now or you know I ain't gonna live forever.",0
"It's my life, it's now or never, I ain't gonna live umm",0
"We found love umm a hopeless place, bright and beautiful.",1
"Welcome to the jungle, we got fun and games.",0
"Just like a dream, the best oh in my life.",1
"We don't talk anymore, like we used to do.",1
"We found love in a hopeless place, uhh and beautiful.",1
"Another one bites the dust, and another's gone.",0
"I'm a firework, come on let your colors burst.",1
"Welcome to the jungle, we got fun and games.",0
"I'm on top of the world, waiting for you umm call.",1
"Welcome to the jungle, we got fun and games.",0
"Another one bites the dust, and another's gone.",0
"I'm on top of the world, waiting for baby to call.",1
"I'm on top of the world, waiting for you you know call.",1
"Don't stop believin', hold on to that feeling.",0
"We don't talk anymore, like we used to do.",1
"It's my life, it's now or never, I ain't gonna live baby",0
"It's my life, it's yeah or never, I ain't gonna live forever.",0
"oh beautiful, it's true, I can't take my eyes off you.",1
"Another one bites the dust, and another's gone.",0
"Sweet child o' mine, she's got umm of the bluest skies.",0
"You're the one that I want, can't get you out uhh my head.",1
"We don't talk anymore, like we used to do.",1
"You're umm one that I want, can't get you out of my head.",1
"Smells like teen spirit, a denial, a denial.",0
"Smells like teen spirit, a denial, a denial.",0
"It's my life, you know now or never, I ain't gonna live forever.",0
"Welcome to the jungle, we got fun and games.",0
"Knockin' on heaven's door, can't take this anymore.",0
"Don't stop believin', hold on to that feeling.",0
"We will, we will rock you, pounding our feet on umm ground.",0
"Knockin' on heaven's door, can't take this anymore.",0
"Just like a dream, the best thing in my you know",1
"You're the one that uhh want, can't get you out of my head.",1
"Welcome to the jungle, we got fun and games.",0
"Sweet child o' mine, uhh got eyes of the bluest skies.",0
"I'm oh the highway to hell, and I'm going down.",0
"Knockin' on heaven's door, can't take this anymore.",0
"You're you know it's true, I can't take my eyes off you.",1
"Don't stop believin', hold on to that feeling.",0
"Welcome to the jungle, we got fun and games.",0
I'm on the highway to baby and I'm going down.,0
"Don't stop believin', hold on to that feeling.",0
"Sweet child o' mine, she's got eyes of baby bluest skies.",0
"I keep dancing on oh own, but now you're gone.",1
"Sweet child oh mine, she's got eyes of the bluest skies.",0
"I'm a firework, come on let your colors burst.",1
"uhh like a dream, the best thing in my life.",1
"You're the one that I want, can't get you out you know my head.",1
"Don't stop believin', hold on to that feeling.",0
"Baby, you're a song, you make oh wanna roll my windows down.",1
"I can't get no satisfaction, but I try, and you know try.",0
"Just like a dream, the best you know in my life.",1
"You're beautiful, baby true, I can't take my eyes off you.",1
"It's my life, uhh now or never, I ain't gonna live forever.",0
"Another one bites the dust, and another's gone.",0
"Knockin' on heaven's door, can't take this anymore.",0
We found love in a hopeless oh bright and beautiful.,1
I just want to feel this you know feel the light and love.,1
"yeah can't get no satisfaction, but I try, and I try.",0
"We will, we will rock you, you know our feet on the ground.",0
"It's my life, it's now or never, I you know gonna live forever.",0
"We will, you know will rock you, pounding our feet on the ground.",0
"Welcome to the jungle, we got fun and games.",0
"Welcome to the jungle, we got fun and games.",0
"Just baby a dream, the best thing in my life.",1
"We found love in oh hopeless place, bright and beautiful.",1
"It's my you know it's now or never, I ain't gonna live forever.",0
"I'm on top of the world, waiting for you baby call.",1
"I'm on top of the world, waiting for you know to call.",1
"We don't talk anymore, like we used to do.",1
"We don't talk anymore, like we used to do.",1
"We will, we umm rock you, pounding our feet on the ground.",0
"I keep dancing on umm own, but now you're gone.",1
"Don't stop believin', hold on to that feeling.",0
"Welcome to the jungle, we got fun and games.",0
"Baby, you're a song, you make uhh wanna roll my windows down.",1
"yeah you're a song, you make me wanna roll my windows down.",1
"Another one bites the dust, and another's gone.",0
"Don't stop believin', hold on to that feeling.",0
"I'm a firework, come on let your colors burst.",1
"Don't stop believin', hold on to that feeling.",0
"I oh dancing on my own, but now you're gone.",1
"I just want to oh this moment, feel the light and love.",1
"We found love in a hopeless place, you know and beautiful.",1
"We will, baby will rock you, pounding our feet on the ground.",0
"I'm on top of the world, waiting for you to yeah",1
"Baby, you're a song, you make me oh roll my windows down.",1
I'm on top of the umm waiting for you to call.,1
"I'm a firework, come on let your colors burst.",1
"I just want to feel this moment, feel you know light and love.",1
"I keep dancing on my own, but uhh you're gone.",1
"yeah on top of the world, waiting for you to call.",1
I just want to feel this baby feel the light and love.,1
"It's you know life, it's now or never, I ain't gonna live forever.",0
"You're beautiful, you know true, I can't take my eyes off you.",1
"Welcome to the jungle, we got fun and games.",0
"I just want to feel this moment, feel the light and umm",1
"Sweet yeah o' mine, she's got eyes of the bluest skies.",0
"Another one bites the dust, and another's gone.",0
"Sweet child o' mine, she's got eyes of the yeah skies.",0
"We will, we will rock uhh pounding our feet on the ground.",0
"Knockin' on heaven's door, can't take this anymore.",0
"Welcome to the jungle, we got fun and games.",0
"Another one bites the dust, and another's gone.",0
"I'm on top of uhh world, waiting for you to call.",1
"Just like a dream, the best thing in my uhh",1
"Knockin' on heaven's door, can't take this anymore.",0
"Just oh a dream, the best thing in my life.",1
"I'm on umm of the world, waiting for you to call.",1
"I can't get no satisfaction, but umm try, and I try.",0
"Don't stop believin', hold on to that feeling.",0
"It's my life, it's now yeah never, I ain't gonna live forever.",0
"Sweet umm o' mine, she's got eyes of the bluest skies.",0
"You're beautiful, it's true, I can't take my oh off you.",1
"I'm on the highway to hell, you know I'm going down.",0
Just like a umm the best thing in my life.,1
"Welcome to the jungle, we got fun and games.",0
"Knockin' on heaven's door, can't take this anymore.",0
"Welcome to the jungle, we got fun and games.",0
We found love in a hopeless baby bright and beautiful.,1
"I'm a firework, come on let your colors burst.",1
"Baby, you're a song, you yeah me wanna roll my windows down.",1
"It's my life, it's oh or never, I ain't gonna live forever.",0
"I keep dancing on my own, but now you're you know",1
"Another one bites the dust, and another's gone.",0
"It's my baby it's now or never, I ain't gonna live forever.",0
"Sweet child o' mine, she's got eyes of the baby skies.",0
"Another one bites the dust, and another's gone.",0
"I keep dancing on my own, but baby you're gone.",1
"I'm on top uhh the world, waiting for you to call.",1
"Sweet child umm mine, she's got eyes of the bluest skies.",0
"oh will, we will rock you, pounding our feet on the ground.",0
"We don't talk anymore, like we used to do.",1
"Knockin' on heaven's door, can't take this anymore.",0
"I keep dancing on my own, but baby you're gone.",1
"I can't get no satisfaction, but oh try, and I try.",0
"I'm a firework, come on let your colors burst.",1
"Baby, you're a song, you make me wanna baby my windows down.",1
"It's my life, you know now or never, I ain't gonna live forever.",0
"I keep dancing on you know own, but now you're gone.",1
"We found love in a hopeless place, bright and uhh",1
"I'm on top of the world, waiting for baby to call.",1
"I'm on the highway to hell, and you know going down.",0
"We will, we will rock you, pounding you know feet on the ground.",0
"You're beautiful, it's true, I can't take my oh off you.",1
"Just like a dream, the best thing in yeah life.",1
"I keep dancing on my own, baby now you're gone.",1
You're the one that I uhh can't get you out of my head.,1
"I just want oh feel this moment, feel the light and love.",1
"We found baby in a hopeless place, bright and beautiful.",1
"I'm a firework, come on let your colors burst.",1
"I umm dancing on my own, but now you're gone.",1
"Baby, you're a song, you make me wanna roll my windows uhh",1
"Another one bites the dust, and another's gone.",0
"Sweet child baby mine, she's got eyes of the bluest skies.",0
"We will, baby will rock you, pounding our feet on the ground.",0
"We found love in a umm place, bright and beautiful.",1
"Another one bites the dust, and another's gone.",0
"I just want to feel this moment, yeah the light and love.",1
"We don't talk anymore, like we used to do.",1
"Sweet child o' mine, she's got eyes you know the bluest skies.",0
"Just like a dream, yeah best thing in my life.",1
"It's my baby it's now or never, I ain't gonna live forever.",0
Just like a yeah the best thing in my life.,1
"Smells like teen spirit, a denial, a denial.",0
"oh child o' mine, she's got eyes of the bluest skies.",0
I keep dancing on my oh but now you're gone.,1
"I just uhh to feel this moment, feel the light and love.",1
"Just like a dream, uhh best thing in my life.",1
"I'm on the highway to hell, yeah I'm going down.",0
"I uhh dancing on my own, but now you're gone.",1
"you know can't get no satisfaction, but I try, and I try.",0
"Don't stop believin', hold on to that feeling.",0
Sweet child o' oh she's got eyes of the bluest skies.,0
"Welcome to the jungle, we got fun and games.",0
"You're beautiful, it's true, I can't take yeah eyes off you.",1
"We found love in a uhh place, bright and beautiful.",1
"Baby, you're a song, you make me wanna oh my windows down.",1
"baby child o' mine, she's got eyes of the bluest skies.",0
"I'm on top of the world, waiting uhh you to call.",1
"Baby, baby a song, you make me wanna roll my windows down.",1
"I keep umm on my own, but now you're gone.",1
"Don't stop believin', hold on to that feeling.",0
"It's my life, it's now or never, I yeah gonna live forever.",0
"We don't talk anymore, like we used to do.",1
"I keep dancing on my own, baby now you're gone.",1
"Another one bites the dust, and another's gone.",0
"Knockin' on heaven's door, can't take this anymore.",0
"You're the one that you know want, can't get you out of my head.",1
"Knockin' on heaven's door, can't take this anymore.",0
"I can't get no satisfaction, but yeah try, and I try.",0
"Sweet child o' mine, you know got eyes of the bluest skies.",0
"Don't stop believin', hold on to that feeling.",0
"You're the one that I want, can't get you out oh my head.",1
"I can't get no satisfaction, but I try, and I yeah",0
"You're oh one that I want, can't get you out of my head.",1
"I umm dancing on my own, but now you're gone.",1
"I keep dancing on my own, but you know you're gone.",1
"Don't stop believin', hold on to that feeling.",0
"I just want to feel this moment, feel the yeah and love.",1
We found love in a hopeless uhh bright and beautiful.,1
"umm the one that I want, can't get you out of my head.",1
"It's my life, oh now or never, I ain't gonna live forever.",0
"You're oh it's true, I can't take my eyes off you.",1
"We will, we will uhh you, pounding our feet on the ground.",0
"Welcome to the jungle, we got fun and games.",0
I'm on top of the you know waiting for you to call.,1
"I can't get no satisfaction, but I oh and I try.",0
You're the one that I uhh can't get you out of my head.,1
"I keep dancing on my own, but now you're you know",1
"We don't talk anymore, like we used to do.",1
"I umm want to feel this moment, feel the light and love.",1
"Don't stop believin', hold on to that feeling.",0
"I just want to feel this moment, feel the you know and love.",1
"I can't get no satisfaction, but I try, and I yeah",0
"You're beautiful, it's true, baby can't take my eyes off you.",1
"Smells like teen spirit, a denial, a denial.",0
"I'm a firework, come on let your colors burst.",1
"Welcome to the jungle, we got fun and games.",0
"You're beautiful, it's true, I can't take my eyes you know you.",1
You're the one that I oh can't get you out of my head.,1
"You're baby it's true, I can't take my eyes off you.",1
"It's my life, it's now or never, I ain't gonna uhh forever.",0
"It's my life, it's now or never, I ain't yeah live forever.",0
"Smells like teen spirit, a denial, a denial.",0
"We don't talk anymore, like we used to do.",1
"I can't get no satisfaction, uhh I try, and I try.",0
"You're beautiful, it's baby I can't take my eyes off you.",1
"I keep dancing on my own, but now you're baby",1
"I can't get no oh but I try, and I try.",0
"Don't stop believin', hold on to that feeling.",0
"Just like a dream, oh best thing in my life.",1
You're the one that I yeah can't get you out of my head.,1
"Another one bites the dust, and another's gone.",0
"We don't talk anymore, like we used to do.",1
"I keep dancing on my own, but uhh you're gone.",1
I keep dancing on my umm but now you're gone.,1
"I can't baby no satisfaction, but I try, and I try.",0
"You're the one that I want, can't get you out baby my head.",1
"Baby, you're a song, you make me wanna roll my windows oh",1
"Welcome to the jungle, we got fun and games.",0
"You're the one that I want, can't get you know out of my head.",1
"We don't talk anymore, like we used to do.",1
"Sweet child o' mine, she's got eyes of uhh bluest skies.",0
"You're the baby that I want, can't get you out of my head.",1
"I'm uhh top of the world, waiting for you to call.",1
"oh child o' mine, she's got eyes of the bluest skies.",0
"You're the one that I want, can't get you out of my oh",1
"Don't stop believin', hold on to that feeling.",0
"You're beautiful, it's oh I can't take my eyes off you.",1
"You're yeah it's true, I can't take my eyes off you.",1
"Welcome to the jungle, we got fun and games.",0
"Don't stop believin', hold on to that feeling.",0
"Baby, you're a song, you make me umm roll my windows down.",1
"Welcome to the jungle, we got fun and games.",0
"Another one bites the dust, and another's gone.",0
"I'm on top of umm world, waiting for you to call.",1
"We yeah we will rock you, pounding our feet on the ground.",0
"We don't talk anymore, like we used to do.",1
"Don't stop believin', hold on to that feeling.",0
"I'm on top of the world, waiting for oh to call.",1
"Just like you know dream, the best thing in my life.",1
"I'm a firework, come on let your colors burst.",1
"It's my uhh it's now or never, I ain't gonna live forever.",0
"It's my life, it's now or never, I ain't gonna umm forever.",0
"We found love in a hopeless place, bright baby beautiful.",1
"It's my life, it's now or never, I ain't gonna live baby",0
"I keep dancing you know my own, but now you're gone.",1
"Knockin' on heaven's door, can't take this anymore.",0
I keep dancing on my yeah but now you're gone.,1
"You're uhh one that I want, can't get you out of my head.",1
"Just like yeah dream, the best thing in my life.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Baby, you're a yeah you make me wanna roll my windows down.",1
"I'm a firework, come on let your colors burst.",1
"We will, we baby rock you, pounding our feet on the ground.",0
"Knockin' on heaven's door, can't take this anymore.",0
"It's my life, it's now or yeah I ain't gonna live forever.",0
"oh can't get no satisfaction, but I try, and I try.",0
"I keep dancing uhh my own, but now you're gone.",1
"Welcome to the jungle, we got fun and games.",0
"Don't stop believin', hold on to that feeling.",0
"I'm on the highway to hell, and I'm yeah down.",0
"Welcome to the jungle, we got fun and games.",0
"uhh you're a song, you make me wanna roll my windows down.",1
"Just like a dream, umm best thing in my life.",1
"We found love in baby hopeless place, bright and beautiful.",1
"Another one bites the dust, and another's gone.",0
"It's uhh life, it's now or never, I ain't gonna live forever.",0
"You're beautiful, it's true, I can't you know my eyes off you.",1
"I just want to feel this moment, yeah the light and love.",1
"I'm on top of the world, waiting uhh you to call.",1
"It's my life, it's now or never, I oh gonna live forever.",0
"Another one bites the dust, and another's gone.",0
"I just uhh to feel this moment, feel the light and love.",1
"Smells like teen spirit, a denial, a denial.",0
"We will, we will rock you, pounding our feet on uhh ground.",0
"We don't talk anymore, like we used to do.",1
"I can't get no satisfaction, but I try, and you know try.",0
"It's my life, it's now or never, you know ain't gonna live forever.",0
"Smells like teen spirit, a denial, a denial.",0
"Knockin' on heaven's door, can't take this anymore.",0
"Welcome to the jungle, we got fun and games.",0
"I'm on you know highway to hell, and I'm going down.",0
"We will, we will rock yeah pounding our feet on the ground.",0
"You're beautiful, it's true, I can't take my uhh off you.",1
"You're the you know that I want, can't get you out of my head.",1
"You're the one that I want, can't get you out of yeah head.",1
"We found love in a umm place, bright and beautiful.",1
"We don't talk anymore, like we used to do.",1
"Just like uhh dream, the best thing in my life.",1
"It's uhh life, it's now or never, I ain't gonna live forever.",0
"I keep dancing on my own, but now you're uhh",1
"You're beautiful, it's true, yeah can't take my eyes off you.",1
"I just want to feel this moment, feel the light umm love.",1
"you know just want to feel this moment, feel the light and love.",1
I just want to feel this oh feel the light and love.,1
